thesis,pub date is,date,source URL is,URL
Q98853409,P577,+2020-01-01T00:00:00Z/10,S854,"""https://digital.lib.washington.edu/researchworks/handle/1773/45538"""
Q90913850,P578,+2019-05-01T00:00:00Z/10,S854,"""https://uh-ir.tdl.org/bitstream/handle/10657/4647/JACOBS-DISSERTATION-2019.pdf?sequence=1&isAllowed=y"""
Q89943967,P579,+2019-01-01T00:00:00Z/10,S854,"""http://etheses.whiterose.ac.uk/24881/"""
Q64878260,P580,+2018-07-01T00:00:00Z/10,S854,"""https://dspace.stir.ac.uk/handle/1893/29556"""
Q56496498,P581,+2018-06-29T00:00:00Z/10,S854,"""https://lra.le.ac.uk/handle/2381/42815"""
Q60478427,P582,+2018-05-11T00:00:00Z/10,S854,"""https://lra.le.ac.uk/handle/2381/42491"""
Q97290554,P583,+2018-02-09T00:00:00Z/10,S854,"""https://ore.exeter.ac.uk/repository/handle/10871/33594"""
Q61726918,P584,+2018-01-01T00:00:00Z/10,S854,"""http://bora.uib.no/bitstream/handle/1956/18896/H%C3%A5kon%20Steinar%20Fiane%20Teigen_Elektronisk.pdf?sequence=1"""
Q59684835,P585,+2018-01-01T00:00:00Z/10,S854,"""https://researchbank.acu.edu.au/theses/702/"""
Q83277621,P586,+2018-01-01T00:00:00Z/10,S854,"""http://e-space.mmu.ac.uk/622985/"""
Q55031615,P587,+2017-10-01T00:00:00Z/10,S854,"""https://ore.exeter.ac.uk/repository/handle/10871/33181"""
Q55031615,P588,+2017-10-01T00:00:00Z/10,S854,"""https://ore.exeter.ac.uk/repository/handle/10871/33181"""
Q70438884,P589,+2017-03-01T00:00:00Z/10,S854,"""https://ore.exeter.ac.uk/repository/bitstream/handle/10871/30082/StoneD.pdf"""
Q47485617,P590,+2017-01-01T00:00:00Z/10,S854,"""http://paduaresearch.cab.unipd.it/10191/"""
Q47485641,P591,+2017-01-01T00:00:00Z/10,S854,"""http://oro.open.ac.uk/49435/"""
Q47485619,P592,+2017-01-01T00:00:00Z/10,S854,"""https://discovery.ucl.ac.uk/id/eprint/1542261/"""
Q59390911,P593,+2017-01-01T00:00:00Z/10,S854,"""http://orca.cf.ac.uk/109080/"""
Q61917258,P594,+2017-01-01T00:00:00Z/10,S854,"""http://hdl.handle.net/1887/49229"""
Q59684863,P595,+2017-01-01T00:00:00Z/10,S854,"""http://orca-mwe.cf.ac.uk/100823/1/2017mcavoyiphd.pdf"""
Q85306891,P596,+2017-01-01T00:00:00Z/10,S854,"""https://www.repository.cam.ac.uk/handle/1810/263608"""
Q60478250,P597,+2016-12-20T00:00:00Z/10,S854,"""https://lra.le.ac.uk/handle/2381/39092"""
Q59282653,P598,+2016-11-01T00:00:00Z/10,S854,"""https://ore.exeter.ac.uk/repository/handle/10871/27783"""
Q28865381,P599,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:54cb694e-e374-45c0-b87c-53a55cf29ce1"""
Q28865511,P600,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:279871ea-3b2e-4baf-975c-1bd42b4961c3"""
Q28866536,P601,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1560ec7f-15cb-4c2d-b55d-2ac2bc653dfd"""
Q28866913,P602,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:356e771a-fd54-4ad1-8d1c-aa8c2efbf6a4"""
Q28866916,P603,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:bcdfd6ea-907c-4ec7-bb45-7f6c0bfe183e"""
Q28866918,P604,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b22844af-aac9-4adc-a6c5-1e2815c59655"""
Q28866958,P605,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a0b0e575-da98-405d-81d8-8ddd0bf53924"""
Q28866959,P606,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:5784ba45-9280-4d91-b574-334856fd8274"""
Q28865931,P607,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:95c23d4c-d193-41ff-a284-2309d0a1ab99"""
Q28910937,P608,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:054cf8ad-d962-4037-8170-f9cc48ef3423"""
Q28910636,P609,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:93d67727-362f-4435-824f-a18c7b7e05dc"""
Q28910846,P610,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6b5f801e-d790-4f0d-b948-186fde9f9a8b"""
Q28910847,P611,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:99875a59-d782-4852-81f2-07b576505beb"""
Q28911124,P612,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4138e2fe-5382-429b-a3f6-67f8770e2cd3"""
Q28867114,P613,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f4463880-5459-4058-a490-2900cd903fed"""
Q28867173,P614,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b36acc5e-d6d6-4369-b0a4-3a868b5fcf0f"""
Q28911210,P615,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4e6db0e6-ed91-4eea-bf99-688003c97298"""
Q28866142,P616,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:38b380cb-7f64-40cb-b94c-eba4b3b652ac"""
Q28867487,P617,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c48be402-1e7f-4fd5-a428-b939e2738583"""
Q28867559,P618,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4dbb1e58-3612-48a6-ab95-b5f4b78fc5ea"""
Q28911613,P619,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e423237a-d1ad-4896-b6a8-7c3eabc498bb"""
Q28911363,P620,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:0d2e39ff-c4a3-4ed4-94c7-9d0728f99c06"""
Q28911859,P621,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:3f72e769-246e-4ebd-b96f-7fa144ff6cc4"""
Q28912094,P622,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:0b06129a-8f51-4421-a043-5eeb86cec972"""
Q28912108,P623,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c8bc6eaf-5e9f-4c05-83b8-d22d3ccb74c6"""
Q28866323,P624,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2b7c5f23-4779-4165-817e-675c52b05b12"""
Q28912030,P625,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:72584fcd-42d6-42b6-9186-18b01b95af85"""
Q28911404,P626,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:afb9adc0-9df8-4c2b-bfcc-6d7fb2c6cb29"""
Q28911405,P627,+2016-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c3c792c8-c184-41a3-abfc-868f5965a852"""
Q61636434,P628,+2016-01-01T00:00:00Z/10,S854,"""https://dare.uva.nl/search?identifier=b57017f0-4361-423c-a85e-46dc01608fd7"""
Q70442104,P629,+2016-01-01T00:00:00Z/10,S854,"""https://ore.exeter.ac.uk/repository/bitstream/handle/10871/24914/AlaimoK.pdf"""
Q85308832,P630,+2016-01-01T00:00:00Z/10,S854,"""https://qmro.qmul.ac.uk/xmlui/handle/123456789/25813"""
Q97697312,P631,+2015-11-30T00:00:00Z/10,S854,"""https://research-repository.st-andrews.ac.uk/handle/10023/7829"""
Q75516241,P632,+2015-05-27T00:00:00Z/10,S854,"""https://openaccess.leidenuniv.nl/handle/1887/33706"""
Q61713293,P633,+2015-02-01T00:00:00Z/10,S854,"""http://hdl.handle.net/11299/171219"""
Q28865360,P634,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ea317d58-00f7-4fc4-b71b-866b4becf0f7"""
Q28865440,P635,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4ec888f4-b7c0-4080-9d9a-3c46c91f67e3"""
Q28865455,P636,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:eb9df7fd-eecb-4739-8906-ca1e3b91df7d"""
Q28865469,P637,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:7b174e64-d17f-4e2c-b366-065684bfd813"""
Q28865487,P638,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:04f72eb0-8e32-427a-9fe0-b271e71101ef"""
Q28865493,P639,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d655fa1c-3405-413d-8af8-eecf6212ab74"""
Q28865499,P640,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:021c18bd-5422-4ebb-b770-b6627e5e705f"""
Q28865507,P641,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d597a926-ba4c-4b25-b2b7-695faf88979d"""
Q28865585,P642,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:34e2c466-33c0-45ea-8790-338c4f4c893d"""
Q28866467,P643,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:928ba58d-c69c-4e85-8d49-677d7e9c0fdc"""
Q28866516,P644,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c5977a36-e954-4173-8336-3629659e6646"""
Q28866901,P645,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1257e3bc-5f1d-4896-8859-a5544ce8ac97"""
Q28866907,P646,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a57a491f-96fb-4579-bd8a-ba7e86722dea"""
Q28866943,P647,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:aea7e06b-9877-4d34-8467-0b95147c9e8c"""
Q28866948,P648,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d7556f27-9f04-4355-9191-9d3477ce5b94"""
Q28866983,P649,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2cb47a08-3802-4bfc-b5a0-14af82521909"""
Q28865908,P650,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f10d11fd-916d-480f-ac24-0379b1a5a71b"""
Q28865922,P651,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:354009b1-30a5-43a0-bbf1-5907437ea53a"""
Q28867013,P652,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ac7e21bc-c79b-49cc-9303-6b3fb5783e75"""
Q28867052,P653,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ba3a0d95-4993-498b-8b15-e93da9a42aa3"""
Q28865840,P654,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:64d55401-82e1-4fb9-ad0b-73caf2236595"""
Q28866545,P655,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:cf38c129-502f-4d7d-aa8c-fea5d95ad2d2"""
Q28866590,P656,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b276ec98-5f65-468b-b481-f3d9356d86a2"""
Q28866594,P657,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c3318211-a893-432e-a52e-35a6c60b76ce"""
Q28910918,P658,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d4fa5a1b-530b-4a10-8184-02742cfa34f6"""
Q28910664,P659,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:0120239e-b504-4376-973d-d720a095f02e"""
Q28910665,P660,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f1495fc2-452f-44ad-a668-42279b54049e"""
Q28865989,P661,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e9a5b7a1-5b9c-43ba-9dcb-250f53b33128"""
Q28866007,P662,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:9c8f606b-4b66-4a42-a200-11cf81ea84f0"""
Q28866010,P663,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8ec5c9ef-bcd3-4837-8eef-c48e4b9567ea"""
Q28911118,P664,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ec8e4330-721a-45f1-98df-1e3db9e07f8f"""
Q28911128,P665,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2f18fdff-e876-4be6-8ac2-c8281a4a905a"""
Q28911515,P666,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1a32630a-f6c2-47c8-a4ac-1bfe4a08dc7d"""
Q28911520,P667,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c856559e-bd2b-475d-b4b5-afe1e164056a"""
Q28911179,P668,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:29a0f336-82ce-4794-82fe-d7db2802ffc1"""
Q28911205,P669,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:157a73cd-654f-4595-ad4f-72f4df9a4316"""
Q28911206,P670,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8293d339-2d05-4843-9408-570eb801274e"""
Q28911217,P671,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6a7fe676-a9f4-4b50-a04e-9052e08cdd1b"""
Q28911233,P672,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:5058e6e1-26f6-4207-8ce0-9fa80bde5e43"""
Q28866796,P673,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:a7ad2474-2209-44b7-8cd7-de77ce1fd770"""
Q28866825,P674,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:7f2a46f5-f81b-48c3-87c4-eaf9ebc54d02"""
Q28866852,P675,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:9f9961f0-6906-4147-a8a9-ca9f2d0e4a12"""
Q28866069,P676,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:357aec24-bb9d-45d0-a093-19315c60f730"""
Q28867351,P677,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:75e3dbf3-56d7-4534-8008-a351c9b36efe"""
Q28867414,P678,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4a0288d4-7c6d-4dc3-9ee7-8508b205e9e7"""
Q28910711,P679,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:33239b5d-d6ef-4f14-9052-70bb9e290fd3"""
Q28910745,P680,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1bf0c6ae-213a-4d40-852e-5c0186099644"""
Q28910792,P681,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:d7fcf9a7-7a54-4b09-8ef0-a103a7d2d896"""
Q28867491,P682,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c7259cbe-b6c0-42f8-b893-79306cdccdfa"""
Q28867507,P683,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:7e029889-af20-4358-9af5-13bb2dc21405"""
Q28867513,P684,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:5d102b18-dd32-4004-8aa5-b04242139daa"""
Q28867536,P685,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6ef73c31-8aba-4896-be72-41df7c490a19"""
Q28911711,P686,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ad3f9e68-0171-4f51-9a08-1361dcf1d6b7"""
Q28911795,P687,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f523d3d5-635b-4ae6-8c97-1e52b2cb2537"""
Q28911861,P688,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6f898865-a9fe-4886-8b01-58c091a5e6b3"""
Q28912089,P689,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e7d4cdfb-9ebe-4716-b3ca-d50b4b278d1a"""
Q28912098,P690,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4121ae7d-d505-4d3d-8ea6-49efeb9ba048"""
Q28912124,P691,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:56a3bf12-ff09-4ea5-b406-9d77054770e2"""
Q28866214,P692,+2015-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:12d44733-7b00-4acb-9343-93434474cb0b"""
Q65272767,P693,+2015-01-01T00:00:00Z/10,S854,"""http://centaur.reading.ac.uk/55814/1/20022328_Rohnbogner_thesis.pdf"""
Q62099128,P694,+2015-01-01T00:00:00Z/10,S854,"""https://eprints.soton.ac.uk/377916/"""
Q59623433,P695,+2015-01-01T00:00:00Z/10,S854,"""http://etheses.whiterose.ac.uk/11389/"""
Q63457013,P696,+2015-01-01T00:00:00Z/10,S854,"""https://chesterrep.openrepository.com/handle/10034/620385"""
Q78208913,P697,+2015-01-01T00:00:00Z/10,S854,"""https://www.escholar.manchester.ac.uk/uk-ac-man-scw:264469"""
Q90517973,P698,+2015-01-01T00:00:00Z/10,S854,"""https://discovery.ucl.ac.uk/id/eprint/1470168/"""
Q98417405,P699,+2015-01-01T00:00:00Z/10,S854,"""http://etheses.whiterose.ac.uk/12909/"""
Q85502175,P700,+2014-03-18T00:00:00Z/10,S854,"""https://ore.exeter.ac.uk/repository/handle/10871/15477"""
Q28865408,P701,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:77f33f82-76f7-4154-912e-5c92bd4bf9c6"""
Q28865433,P702,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ad36c58b-67f6-44c9-aecc-49c9113d6518"""
Q28865612,P703,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:3ea0e9dd-7960-4f33-ada5-437571e87873"""
Q28866437,P704,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4215d6d1-e979-4ac5-b023-b49a4a01d9a0"""
Q28866513,P705,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2838a30b-302c-4fac-9e86-1ca452a88a83"""
Q28866518,P706,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:cdc024cb-2d15-4c67-8687-881267934f39"""
Q28866540,P707,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1b30b3b7-29b1-410d-ae30-bd0a87c9720b"""
Q28866929,P708,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:e47a1ac5-bf90-4dde-8e29-80bb6b9cf6f8"""
Q28866966,P709,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2724360e-9ad4-4375-9385-8a65c0674b7d"""
Q28866972,P710,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:94b866ff-dd57-4446-85ae-79dd6d983cac"""
Q28866389,P711,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ec5b1afe-b75c-44d9-9dad-e0d342e46fa1"""
Q28866413,P712,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ac9a4eb0-567f-4668-983e-897dce15bfff"""
Q28865848,P713,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:117f2c64-3b63-43aa-9dd3-15a7ce2f9339"""
Q28865862,P714,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:f2978369-108e-4143-9000-50a11c973e83"""
Q28865896,P715,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1f812413-4a2f-418f-a7fd-d749e88cc2e1"""
Q28867065,P716,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:eaf72dbe-ca5e-4767-97a6-b28c928be742"""
Q28867096,P717,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:bd445491-a391-448b-b860-e385b2acd715"""
Q28865738,P718,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4f0dfdf5-d2b0-402d-8910-e17c72eb832c"""
Q28865830,P719,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:3ac802e9-a864-4a0d-8e13-f21bcffc957d"""
Q28865843,P720,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:16d2b912-9dcd-4d46-af2c-edad475b73ea"""
Q28910975,P721,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:ec66cbb1-407e-431c-bd77-e67bcf33be3a"""
Q28866720,P722,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:21225f0e-efed-49c6-af27-5d3fe78fa731"""
Q28911136,P723,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:0b3ebb26-922f-41d9-a0bb-94660cb1b99e"""
Q28867121,P724,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:dff1bafd-e355-4df5-968b-b0deb7e6f44f"""
Q28867134,P725,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:61e0aa71-b827-455e-a30e-812d1441e22b"""
Q28867155,P726,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:cb26c472-b253-4fec-a88e-0c57fc9d70e7"""
Q28867169,P727,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:0a251372-4d0e-416d-ad3c-8e07e6729e1b"""
Q28867225,P728,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:33ce091f-dda6-42cc-a824-c6407e5cd265"""
Q28911502,P729,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:739ffcb2-bf9d-4fd3-8d6c-911d2d599f5e"""
Q28911518,P730,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:46b7bc70-3dfe-476e-92e7-245b7629ae4e"""
Q28911548,P731,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:510ab12d-74c9-4c07-a621-4dc388b14f7a"""
Q28911147,P732,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:08de972b-1c12-4862-bb7d-95d614a9e011"""
Q28911148,P733,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:51d95948-a823-4b84-bc6e-f3c23de5d9ae"""
Q28911177,P734,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:89e131dd-5179-4ebd-924b-2939f16681d5"""
Q28911190,P735,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:240bd517-1582-45f9-86c3-eb30f85757de"""
Q28911223,P736,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:b830a37a-fa7e-4b68-9868-fc5c629d45f5"""
Q28866782,P737,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2bc39bde-ce59-4a49-b499-3afdf174bbab"""
Q28866115,P738,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:8ba0b59b-8673-44ac-bccf-c5eae91fac9a"""
Q28866122,P739,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:2486465e-8fda-47a9-b82e-c0a93f4f1fc4"""
Q28866132,P740,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4c51a956-b3a9-4172-ad17-0e9584a4ffa3"""
Q28866199,P741,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6be44a1d-6e2f-4bf9-b1e5-1468f92e21e3"""
Q28911265,P742,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:855b1ad0-e77b-4c02-99be-49ce88d50a81"""
Q28911341,P743,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c1bd46df-eb3f-4dc6-9cc1-38c26a5661a9"""
Q28911342,P744,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:91aa418d-536e-472d-9089-39bef5f62e62"""
Q28911345,P745,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:c8b4b576-eece-46f8-a3ea-d6b368b2f59f"""
Q28867254,P746,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:34c6b551-f525-4cf4-8032-c826b359bee4"""
Q28911909,P747,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:6c59c813-2a4c-440c-940b-d334c02dd075"""
Q28911928,P748,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:469907ec-6f61-4015-984e-7ca8757b992c"""
Q28867415,P749,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:3eec480e-5a3a-4197-a786-e6d42988d4a5"""
Q28910765,P750,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:167d164c-e318-49b3-83ea-69b54ec531e0"""
Q28867485,P751,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:4c243348-af82-4cdc-b402-e75997e4a599"""
Q28867495,P752,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:1bd51738-543e-4898-8b64-26fe2b17a352"""
Q28867572,P753,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:52a95189-d8ea-432f-aefd-4f9ae7ef996a"""
Q28867576,P754,+2014-01-01T00:00:00Z/10,S854,"""https://ora.ox.ac.uk/objects/uuid:163c5374-1466-4c4d-a0f5-c4e66b27e2ac"""
